client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,total_properties,total_spend,average_property_price,maximum_property_price,total_area_sqft,average_area_sqft,is_investor,loan_flag,company_flag,avg_spend_per_property,cluster,segment
C0343,Individual,F,USA,California,Home,2,No,Website,53.5,4,1630923.97,407730.9925,626989.8,5498.34,1374.585,False,False,False,407730.9925,2,Higher-Value Property Buyers
C0344,Individual,M,Canada,British Columbia,Home,2,Yes,Website,53.5,4,1276344.68,319086.17,450231.11,4239.75,1059.9375,False,True,False,319086.17,1,Mainstream Lower-Value Buyers
C0345,Individual,F,USA,New York,Home,4,Yes,Website,53.5,3,1339687.25,446562.4166666667,495847.14,4531.13,1510.3766666666668,False,True,False,446562.4166666667,2,Higher-Value Property Buyers
C0346,Individual,F,USA,California,Home,5,No,Agency,60.6,3,1174812.86,391604.2866666666,492067.86,3815.01,1271.67,False,False,False,391604.2866666666,2,Higher-Value Property Buyers
C0347,Individual,M,USA,Washington,Home,3,Yes,Website,53.5,3,1378006.45,459335.4833333333,476814.14,4414.860000000001,1471.62,False,True,False,459335.4833333333,2,Higher-Value Property Buyers
C0348,Individual,M,USA,Colorado,Investment,5,Yes,Agency,53.5,4,1482633.92,370658.48,571558.04,4986.83,1246.7075,True,True,False,370658.48,2,Higher-Value Property Buyers
C0349,Individual,M,USA,Arizona,Home,2,Yes,Agency,53.5,3,1065745.84,355248.61333333334,536330.79,3373.5,1124.5,False,True,False,355248.61333333334,1,Mainstream Lower-Value Buyers
C0350,Individual,M,USA,Arizona,Home,2,No,Agency,31.1,3,1066408.3,355469.43333333335,501574.06,3618.82,1206.2733333333333,False,False,False,355469.43333333335,1,Mainstream Lower-Value Buyers
C0351,Individual,F,USA,Oregon,Home,5,No,Agency,53.5,4,1551113.76,387778.44,536210.24,5040.25,1260.0625,False,False,False,387778.44,2,Higher-Value Property Buyers
C0352,Individual,F,USA,Nevada,Investment,3,No,Agency,53.5,3,1339830.04,446610.01333333337,563932.05,4343.46,1447.82,True,False,False,446610.01333333337,2,Higher-Value Property Buyers
C0353,Individual,F,USA,Arizona,Home,2,No,Agency,53.5,3,889855.16,296618.38666666666,348984.03,2942.61,980.87,False,False,False,296618.38666666666,1,Mainstream Lower-Value Buyers
C0354,Individual,F,USA,California,Home,4,No,Website,53.5,3,962196.6,320732.2,401828.82,3177.45,1059.15,False,False,False,320732.2,1,Mainstream Lower-Value Buyers
C0355,Individual,M,Mexico,Baja California,Investment,1,No,Website,53.5,3,1029593.97,343197.99,371216.81,3820.35,1273.45,True,False,False,343197.99,1,Mainstream Lower-Value Buyers
C0356,Individual,F,USA,Georgia,Home,3,No,Website,47.6,4,964351.9,241087.975,356415.65,3264.64,816.16,False,False,False,241087.975,1,Mainstream Lower-Value Buyers
C0357,Individual,F,USA,California,Home,3,No,Website,35.7,3,970629.22,323543.0733333333,440318.57,3178.04,1059.3466666666666,False,False,False,323543.0733333333,1,Mainstream Lower-Value Buyers
C0358,Individual,F,Australia,New South Wales,Home,3,Yes,Agency,53.5,3,1150919.74,383639.9133333333,448849.01,3721.82,1240.6066666666666,False,True,False,383639.9133333333,2,Higher-Value Property Buyers
C0359,Individual,F,USA,California,Investment,1,No,Agency,72.8,3,1098189.89,366063.2966666667,504517.39,3925.54,1308.513333333333,True,False,False,366063.2966666667,2,Higher-Value Property Buyers
C0360,Individual,F,USA,Utah,Home,2,Yes,Agency,75.3,4,1978026.48,494506.62,563291.28,6705.53,1676.3825,False,True,False,494506.62,2,Higher-Value Property Buyers
C0361,Individual,M,UK,England,Home,1,Yes,Website,65.3,4,1468372.25,367093.0625,471871.72,4890.389999999999,1222.5975,False,True,False,367093.0625,2,Higher-Value Property Buyers
C0362,Individual,F,USA,Utah,Home,4,No,Website,23.3,3,1129669.4,376556.4666666666,479711.66,3487.85,1162.6166666666666,False,False,False,376556.4666666666,2,Higher-Value Property Buyers
C0363,Individual,F,USA,Utah,Investment,2,No,Client,53.5,4,1232301.44,308075.36,468524.95,3718.79,929.6975,True,False,False,308075.36,1,Mainstream Lower-Value Buyers
C0364,Individual,M,USA,Texas,Home,2,No,Website,79.8,4,1492505.18,373126.295,627189.08,5047.12,1261.78,False,False,False,373126.295,2,Higher-Value Property Buyers
C0365,Individual,M,USA,Colorado,Investment,5,No,Agency,61.9,3,951259.9,317086.63333333336,435723.27,3494.9300000000003,1164.9766666666667,True,False,False,317086.63333333336,1,Mainstream Lower-Value Buyers
C0366,Individual,M,USA,California,Home,4,No,Website,53.5,3,1420135.32,473378.44,668066.43,4356.79,1452.263333333333,False,False,False,473378.44,2,Higher-Value Property Buyers
C0367,Individual,M,USA,California,Investment,4,No,Agency,53.5,4,1662617.88,415654.47,593682.12,5076.26,1269.065,True,False,False,415654.47,2,Higher-Value Property Buyers
C0368,Individual,F,USA,California,Home,4,Yes,Agency,31.4,4,1494552.45,373638.1125,589380.74,4544.86,1136.215,False,True,False,373638.1125,2,Higher-Value Property Buyers
C0369,Individual,F,USA,Utah,Home,2,Yes,Agency,69.3,4,1586439.08,396609.77,604849.17,5334.25,1333.5625,False,True,False,396609.77,2,Higher-Value Property Buyers
C0370,Individual,F,Russia,Krasnodar Krai,Home,1,No,Website,53.5,4,1613633.39,403408.3475,552125.64,5339.51,1334.8775,False,False,False,403408.3475,2,Higher-Value Property Buyers
C0371,Individual,M,Belgium,Wallonia,Investment,3,No,Agency,53.5,3,827208.61,275736.2033333333,369988.32,2528.04,842.68,True,False,False,275736.2033333333,1,Mainstream Lower-Value Buyers
C0372,Individual,F,Belgium,Flanders,Investment,1,No,Agency,53.5,3,1280128.06,426709.3533333333,541782.12,4085.23,1361.743333333333,True,False,False,426709.3533333333,2,Higher-Value Property Buyers
C0373,Individual,F,USA,Georgia,Home,2,No,Agency,53.5,3,1047277.18,349092.3933333333,512134.29,3481.54,1160.513333333333,False,False,False,349092.3933333333,1,Mainstream Lower-Value Buyers
C0374,Individual,F,Australia,New South Wales,Investment,4,Yes,Agency,30.1,4,916825.86,229206.465,272720.31,2940.44,735.11,True,True,False,229206.465,1,Mainstream Lower-Value Buyers
C0375,Individual,M,USA,California,Investment,4,No,Website,53.5,3,1178580.64,392860.2133333334,463091.82,3674.04,1224.68,True,False,False,392860.2133333334,2,Higher-Value Property Buyers
C0376,Individual,F,USA,California,Home,3,No,Website,53.5,3,1182808.29,394269.43,474499.21,4085.23,1361.743333333333,False,False,False,394269.43,2,Higher-Value Property Buyers
C0377,Individual,M,USA,Washington,Home,4,No,Website,53.5,3,822780.32,274260.10666666663,319434.72,2712.1400000000003,904.0466666666669,False,False,False,274260.10666666663,1,Mainstream Lower-Value Buyers
C0378,Individual,F,USA,California,Investment,3,Yes,Website,53.5,3,812387.51,270795.83666666667,349197.14,2950.28,983.4266666666668,True,True,False,270795.83666666667,1,Mainstream Lower-Value Buyers
C0379,Company,M,USA,California,Investment,2,Yes,Client,53.5,4,1254919.36,313729.84,415669.45,4462.02,1115.505,True,True,True,313729.84,1,Mainstream Lower-Value Buyers
C0380,Individual,F,USA,California,Home,3,Yes,Website,53.5,3,939708.87,313236.29,518564.66,3526.3500000000004,1175.45,False,True,False,313236.29,1,Mainstream Lower-Value Buyers
C0381,Individual,M,USA,California,Home,5,Yes,Agency,63.0,3,878913.19,292971.0633333333,315056.1,3564.7,1188.2333333333331,False,True,False,292971.0633333333,1,Mainstream Lower-Value Buyers
C0382,Individual,M,USA,California,Investment,1,Yes,Agency,48.4,3,980139.25,326713.0833333333,397171.33,2942.61,980.87,True,True,False,326713.0833333333,1,Mainstream Lower-Value Buyers
C0383,Company,F,Mexico,Mexico City,Investment,3,No,Agency,38.1,4,968070.64,242017.66,454071.94,3238.63,809.6575,True,False,True,242017.66,1,Mainstream Lower-Value Buyers
C0384,Individual,F,USA,California,Home,3,Yes,Website,53.5,3,1010761.74,336920.58,366344.49,3148.14,1049.38,False,True,False,336920.58,1,Mainstream Lower-Value Buyers
C0385,Individual,M,UK,Northern Ireland,Investment,4,No,Website,55.0,3,1289646.41,429882.1366666667,605784.18,3831.82,1277.2733333333333,True,False,False,429882.1366666667,2,Higher-Value Property Buyers
C0386,Individual,F,USA,Colorado,Home,2,No,Client,53.5,3,1633972.21,544657.4033333333,704058.44,4335.24,1445.08,False,False,False,544657.4033333333,2,Higher-Value Property Buyers
C0387,Individual,F,USA,California,Home,2,Yes,Website,53.5,4,1992983.55,498245.8875,575135.54,6221.1900000000005,1555.2975,False,True,False,498245.8875,2,Higher-Value Property Buyers
C0388,Individual,M,USA,California,Home,4,No,Agency,53.5,3,961894.92,320631.64,395393.94,2927.83,975.9433333333332,False,False,False,320631.64,1,Mainstream Lower-Value Buyers
C0389,Individual,M,USA,Colorado,Home,3,No,Website,53.5,4,1261549.09,315387.2725,439227.72,4476.360000000001,1119.09,False,False,False,315387.2725,1,Mainstream Lower-Value Buyers
C0390,Individual,M,Canada,Quebec,Investment,2,No,Website,53.5,4,1678762.0699999998,419690.5175,550273.32,5181.06,1295.265,True,False,False,419690.5175,2,Higher-Value Property Buyers
C0391,Individual,F,USA,California,Home,5,No,Agency,57.1,3,1035012.91,345004.3033333333,502064.98,3193.25,1064.4166666666667,False,False,False,345004.3033333333,1,Mainstream Lower-Value Buyers
C0392,Individual,F,USA,Arizona,Home,2,Yes,Website,53.5,4,1015830.03,253957.5075,448959.32,3690.64,922.66,False,True,False,253957.5075,1,Mainstream Lower-Value Buyers
C0393,Individual,F,USA,Arizona,Home,4,No,Agency,35.6,4,1616556.78,404139.195,492421.76,5192.58,1298.145,False,False,False,404139.195,2,Higher-Value Property Buyers
C0394,Individual,F,USA,Colorado,Home,3,Yes,Website,53.5,4,1258840.0,314710.0,600821.21,4167.21,1041.8025,False,True,False,314710.0,1,Mainstream Lower-Value Buyers
C0395,Individual,F,USA,Florida,Home,1,No,Website,53.5,3,1153134.48,384378.16,493489.81,3910.42,1303.4733333333334,False,False,False,384378.16,2,Higher-Value Property Buyers
C0396,Individual,M,USA,Nevada,Home,5,No,Agency,53.5,4,1181447.25,295361.8125,414855.4,3585.01,896.2524999999999,False,False,False,295361.8125,1,Mainstream Lower-Value Buyers
C0397,Individual,F,USA,California,Home,5,No,Website,53.5,3,793543.27,264514.42333333334,299573.55,2586.33,862.11,False,False,False,264514.42333333334,1,Mainstream Lower-Value Buyers
C0398,Individual,F,USA,Texas,Home,1,Yes,Agency,53.5,4,1186693.85,296673.4625,416143.54,3743.06,935.765,False,True,False,296673.4625,1,Mainstream Lower-Value Buyers
C0399,Individual,M,USA,California,Home,4,No,Agency,39.6,4,1229057.49,307264.3725,470140.59,4372.2,1093.05,False,False,False,307264.3725,1,Mainstream Lower-Value Buyers
C0400,Individual,M,USA,California,Home,4,No,Agency,53.5,4,1360152.99,340038.2475,479620.3,4956.58,1239.145,False,False,False,340038.2475,2,Higher-Value Property Buyers
C0401,Individual,M,USA,Arizona,Home,5,Yes,Website,53.5,4,1020913.07,255228.2675,338232.19,3412.28,853.07,False,True,False,255228.2675,1,Mainstream Lower-Value Buyers
C0402,Individual,F,USA,Georgia,Home,5,No,Website,53.5,3,1054166.95,351388.98333333334,419555.74,3308.59,1102.8633333333337,False,False,False,351388.98333333334,1,Mainstream Lower-Value Buyers
C0403,Individual,F,Australia,New South Wales,Home,1,No,Website,53.5,3,878792.98,292930.99333333335,430423.76,3182.92,1060.9733333333334,False,False,False,292930.99333333335,1,Mainstream Lower-Value Buyers
C0404,Individual,F,France,Normandy,Investment,1,No,Client,47.1,3,731788.96,243929.6533333333,385857.81,2259.94,753.3133333333334,True,False,False,243929.6533333333,1,Mainstream Lower-Value Buyers
C0405,Company,M,USA,Colorado,Home,1,No,Agency,53.5,4,1310963.25,327740.8125,453518.72,4561.52,1140.38,False,False,True,327740.8125,1,Mainstream Lower-Value Buyers
C0406,Individual,F,USA,Colorado,Home,3,No,Website,53.5,4,1317165.12,329291.28,525171.0,4360.77,1090.1925,False,False,False,329291.28,1,Mainstream Lower-Value Buyers
C0407,Individual,F,USA,California,Home,2,No,Client,53.5,4,1254494.91,313623.7275,406850.28,4183.21,1045.8025,False,False,False,313623.7275,1,Mainstream Lower-Value Buyers
C0408,Individual,M,USA,California,Home,3,No,Website,46.9,3,1320497.01,440165.67,574122.16,4239.18,1413.0600000000002,False,False,False,440165.67,2,Higher-Value Property Buyers
C0409,Individual,M,USA,Nevada,Home,1,Yes,Website,53.5,4,1816669.2,454167.3,599891.42,5797.51,1449.3775,False,True,False,454167.3,2,Higher-Value Property Buyers
C0410,Individual,F,Russia,Saint Petersburg,Home,5,Yes,Agency,53.5,3,1021706.02,340568.67333333334,524175.54,3567.57,1189.1899999999998,False,True,False,340568.67333333334,1,Mainstream Lower-Value Buyers
C0411,Individual,F,USA,California,Home,2,No,Website,40.6,3,896987.21,298995.73666666663,475205.98,2651.24,883.7466666666668,False,False,False,298995.73666666663,1,Mainstream Lower-Value Buyers
C0412,Individual,F,UK,Scotland,Home,5,No,Website,53.5,3,1100376.25,366792.0833333333,493587.18,3782.51,1260.8366666666668,False,False,False,366792.0833333333,2,Higher-Value Property Buyers
C0413,Individual,M,Canada,British Columbia,Home,3,No,Website,83.5,4,1769126.22,442281.555,537806.31,5725.83,1431.4575,False,False,False,442281.555,2,Higher-Value Property Buyers
C0414,Individual,M,USA,California,Home,4,No,Website,61.1,4,1412148.94,353037.235,518926.42,4578.96,1144.74,False,False,False,353037.235,2,Higher-Value Property Buyers
C0415,Individual,F,USA,Nevada,Home,5,Yes,Agency,43.5,4,1305928.35,326482.0875,503380.47,4372.2,1093.05,False,True,False,326482.0875,1,Mainstream Lower-Value Buyers
C0416,Company,M,Germany,North Rhine-Westphalia,Investment,5,Yes,Client,53.5,3,1059532.51,353177.50333333336,492952.77,3782.51,1260.8366666666668,True,True,True,353177.50333333336,1,Mainstream Lower-Value Buyers
C0417,Individual,M,USA,Utah,Home,2,No,Website,76.1,3,1354773.96,451591.32,583440.71,4415.7,1471.9,False,False,False,451591.32,2,Higher-Value Property Buyers
C0418,Individual,M,USA,Arizona,Home,5,No,Agency,53.5,4,1629486.83,407371.7075,529967.66,5107.29,1276.8225,False,False,False,407371.7075,2,Higher-Value Property Buyers
C0419,Individual,M,USA,Washington,Home,3,Yes,Agency,61.2,4,1174012.19,293503.0475,419691.92,3961.79,990.4475,False,True,False,293503.0475,1,Mainstream Lower-Value Buyers
C0420,Individual,F,USA,California,Home,5,No,Agency,30.0,3,1260096.16,420032.0533333334,588644.89,3990.65,1330.2166666666667,False,False,False,420032.0533333334,2,Higher-Value Property Buyers
C0421,Individual,M,Germany,Hesse,Investment,5,Yes,Website,53.5,4,1495763.37,373940.8425,585167.95,4815.62,1203.905,True,True,False,373940.8425,2,Higher-Value Property Buyers
C0422,Company,F,USA,California,Home,1,Yes,Client,53.5,4,1653171.62,413292.905,555693.16,5714.299999999999,1428.5749999999998,False,True,True,413292.905,2,Higher-Value Property Buyers
C0423,Individual,F,USA,California,Home,1,No,Client,53.5,3,1068716.19,356238.73,410950.81,3585.59,1195.1966666666667,False,False,False,356238.73,1,Mainstream Lower-Value Buyers
C0424,Individual,F,USA,Florida,Home,1,No,Website,25.1,3,1034036.3,344678.76666666666,521067.94,3323.43,1107.81,False,False,False,344678.76666666666,1,Mainstream Lower-Value Buyers
C0425,Individual,M,USA,Nevada,Home,2,No,Agency,58.8,3,1256932.48,418977.49333333335,560677.96,4356.79,1452.263333333333,False,False,False,418977.49333333335,2,Higher-Value Property Buyers
C0426,Individual,F,USA,Oregon,Home,4,Yes,Client,70.2,3,890250.61,296750.2033333333,519106.96,2622.57,874.19,False,True,False,296750.2033333333,1,Mainstream Lower-Value Buyers
C0427,Individual,F,USA,California,Home,4,Yes,Website,29.3,4,1457016.31,364254.0775,563544.96,4866.38,1216.595,False,True,False,364254.0775,2,Higher-Value Property Buyers
C0428,Individual,F,USA,Oregon,Home,3,No,Agency,53.5,4,984451.32,246112.83,330914.17,3353.17,838.2925,False,False,False,246112.83,1,Mainstream Lower-Value Buyers
C0429,Individual,F,USA,California,Home,3,Yes,Website,28.2,4,1503904.16,375976.04,573428.92,5498.34,1374.585,False,True,False,375976.04,2,Higher-Value Property Buyers
C0430,Individual,M,USA,Nevada,Home,2,No,Agency,49.2,3,931141.96,310380.6533333333,413945.61,3099.31,1033.1033333333332,False,False,False,310380.6533333333,1,Mainstream Lower-Value Buyers
C0431,Individual,M,USA,California,Home,5,Yes,Website,54.7,4,1544751.33,386187.8325,562089.63,4986.47,1246.6175,False,True,False,386187.8325,2,Higher-Value Property Buyers
C0432,Company,M,USA,California,Home,5,No,Agency,53.5,4,1277850.15,319462.5375,500722.63,4100.599999999999,1025.15,False,False,True,319462.5375,1,Mainstream Lower-Value Buyers
C0433,Individual,F,USA,California,Investment,2,Yes,Website,54.8,4,1937061.37,484265.3425,656465.4,6365.889999999999,1591.4725,True,True,False,484265.3425,2,Higher-Value Property Buyers
C0434,Individual,F,Russia,Tatarstan,Home,5,No,Website,53.5,3,1364889.24,454963.08,603903.4,4336.67,1445.5566666666666,False,False,False,454963.08,2,Higher-Value Property Buyers
C0435,Individual,F,Australia,New South Wales,Home,5,Yes,Website,53.5,3,908970.34,302990.11333333334,382435.3,3231.9700000000003,1077.3233333333335,False,True,False,302990.11333333334,1,Mainstream Lower-Value Buyers
C0436,Individual,M,USA,Colorado,Home,2,Yes,Client,51.6,4,1327594.64,331898.66,479775.72,4257.05,1064.2625,False,True,False,331898.66,1,Mainstream Lower-Value Buyers
C0437,Individual,F,USA,Texas,Home,1,No,Website,33.2,3,657032.8200000001,219010.94000000003,353361.5,2404.38,801.46,False,False,False,219010.94000000003,1,Mainstream Lower-Value Buyers
C0438,Individual,M,USA,Georgia,Investment,1,Yes,Client,41.2,4,1458641.1,364660.275,517610.73,5047.12,1261.78,True,True,False,364660.275,2,Higher-Value Property Buyers
C0439,Individual,M,USA,Virginia,Home,2,No,Agency,67.8,3,1273328.62,424442.87333333335,547817.26,4268.91,1422.97,False,False,False,424442.87333333335,2,Higher-Value Property Buyers
C0440,Individual,M,USA,California,Investment,1,No,Agency,53.5,3,703498.83,234499.61,311878.98,2537.59,845.8633333333333,True,False,False,234499.61,1,Mainstream Lower-Value Buyers
C0441,Individual,F,Russia,Krasnodar Krai,Investment,1,No,Agency,43.2,4,1525849.55,381462.3875,616227.01,4957.06,1239.265,True,False,False,381462.3875,2,Higher-Value Property Buyers
C0442,Individual,F,USA,Colorado,Home,3,Yes,Website,53.5,4,1707466.97,426866.7425,520127.02,5958.92,1489.73,False,True,False,426866.7425,2,Higher-Value Property Buyers
C0443,Individual,M,Denmark,Capital Region,Home,1,Yes,Agency,53.5,3,1355839.1,451946.3666666667,555912.87,4583.59,1527.8633333333337,False,True,False,451946.3666666667,2,Higher-Value Property Buyers
C0444,Individual,F,USA,California,Home,2,No,Website,53.5,4,1054514.54,263628.635,399974.1,3775.88,943.97,False,False,False,263628.635,1,Mainstream Lower-Value Buyers
C0445,Individual,F,USA,California,Home,2,Yes,Website,28.1,4,1425691.63,356422.9075,518136.39,4407.95,1101.9875,False,True,False,356422.9075,2,Higher-Value Property Buyers
C0446,Individual,M,USA,Colorado,Home,2,No,Website,68.9,3,1024655.04,341551.68,426208.52,3776.07,1258.6899999999998,False,False,False,341551.68,1,Mainstream Lower-Value Buyers
C0447,Individual,F,USA,New York,Home,2,No,Website,53.5,3,1543592.15,514530.7166666666,605190.49,5041.58,1680.5266666666666,False,False,False,514530.7166666666,2,Higher-Value Property Buyers
C0448,Individual,M,USA,Nevada,Investment,2,No,Agency,43.6,3,942066.48,314022.16,458054.04,3150.24,1050.08,True,False,False,314022.16,1,Mainstream Lower-Value Buyers
C0449,Individual,M,USA,Oregon,Investment,2,No,Agency,53.5,3,1418922.44,472974.14666666667,594018.07,4512.84,1504.28,True,False,False,472974.14666666667,2,Higher-Value Property Buyers
C0450,Individual,M,Mexico,Nuevo Leon,Home,3,No,Website,53.5,4,1555297.37,388824.3425,473301.04,5034.33,1258.5825,False,False,False,388824.3425,2,Higher-Value Property Buyers
C0451,Individual,M,Canada,Alberta,Investment,5,Yes,Client,53.5,4,1665967.41,416491.8525,526063.15,5358.78,1339.695,True,True,False,416491.8525,2,Higher-Value Property Buyers
C0452,Individual,M,USA,Washington,Home,3,No,Website,53.5,4,1398358.69,349589.6725,515843.73,4344.91,1086.2275,False,False,False,349589.6725,2,Higher-Value Property Buyers
C0453,Individual,M,UK,Scotland,Investment,1,No,Website,53.5,4,1321010.76,330252.69,587960.16,4413.21,1103.3025,True,False,False,330252.69,2,Higher-Value Property Buyers
C0454,Company,F,USA,Nevada,Investment,4,No,Agency,62.8,3,980683.73,326894.57666666666,522599.89,3217.45,1072.4833333333331,True,False,True,326894.57666666666,1,Mainstream Lower-Value Buyers
C0455,Individual,F,USA,California,Home,1,No,Agency,60.9,4,1125726.62,281431.655,477256.95,3353.17,838.2925,False,False,False,281431.655,1,Mainstream Lower-Value Buyers
C0456,Individual,F,USA,Oregon,Home,3,Yes,Website,53.5,3,1349210.55,449736.85,521158.55,4346.46,1448.82,False,True,False,449736.85,2,Higher-Value Property Buyers
C0457,Individual,M,UK,Wales,Investment,1,No,Agency,53.5,3,1399940.21,466646.7366666666,596228.96,4373.5,1457.8333333333333,True,False,False,466646.7366666666,2,Higher-Value Property Buyers
C0458,Individual,M,USA,Oregon,Investment,1,No,Agency,28.5,4,1382881.81,345720.4525,503414.2,4493.27,1123.3175,True,False,False,345720.4525,2,Higher-Value Property Buyers
C0459,Individual,M,USA,California,Home,3,No,Agency,53.5,3,821716.14,273905.38,368466.6,2836.95,945.65,False,False,False,273905.38,1,Mainstream Lower-Value Buyers
C0460,Individual,F,USA,Virginia,Home,1,No,Website,53.5,3,1061349.03,353783.01,484806.07,3236.36,1078.7866666666666,False,False,False,353783.01,1,Mainstream Lower-Value Buyers
C0461,Individual,M,USA,Arizona,Home,1,No,Agency,53.5,3,986630.39,328876.7966666667,473479.09,3472.41,1157.47,False,False,False,328876.7966666667,1,Mainstream Lower-Value Buyers
C0462,Individual,M,Australia,Victoria,Home,2,No,Agency,53.5,4,1606667.68,401666.92,630993.32,5264.15,1316.0375,False,False,False,401666.92,2,Higher-Value Property Buyers
C0463,Individual,M,USA,California,Home,5,No,Client,53.5,4,1235094.73,308773.6825,456678.02,3957.84,989.46,False,False,False,308773.6825,1,Mainstream Lower-Value Buyers
C0464,Individual,M,USA,Florida,Home,5,No,Website,49.1,4,1455550.0,363887.5,462200.84,5107.29,1276.8225,False,False,False,363887.5,2,Higher-Value Property Buyers
C0465,Individual,M,USA,California,Home,3,No,Website,74.3,3,707799.9199999999,235933.30666666664,344983.8,2517.4300000000003,839.1433333333334,False,False,False,235933.30666666664,1,Mainstream Lower-Value Buyers
C0466,Individual,F,USA,Virginia,Investment,2,No,Website,53.5,4,1228651.21,307162.8025,446810.74,4120.84,1030.21,True,False,False,307162.8025,1,Mainstream Lower-Value Buyers
C0467,Individual,F,USA,Ohio,Home,1,Yes,Agency,71.7,3,976066.93,325355.64333333337,433348.26,3467.09,1155.6966666666667,False,True,False,325355.64333333337,1,Mainstream Lower-Value Buyers
C0468,Individual,M,Mexico,Jalisco,Investment,3,Yes,Website,53.5,3,1267396.7999999998,422465.5999999999,511655.42,4158.96,1386.32,True,True,False,422465.5999999999,2,Higher-Value Property Buyers
C0469,Individual,M,USA,California,Home,2,No,Website,53.5,4,1518476.47,379619.1175,502622.02,5061.53,1265.3825,False,False,False,379619.1175,2,Higher-Value Property Buyers
C0470,Individual,F,USA,Oregon,Home,1,No,Agency,53.5,3,862552.54,287517.51333333337,497090.51,2651.24,883.7466666666666,False,False,False,287517.51333333337,1,Mainstream Lower-Value Buyers
C0471,Individual,M,USA,Utah,Investment,3,No,Agency,53.5,3,1084997.39,361665.7966666666,513906.66,3628.92,1209.64,True,False,False,361665.7966666666,2,Higher-Value Property Buyers
C0472,Individual,M,USA,California,Home,4,No,Website,72.2,3,1277486.37,425828.79,529761.19,4182.63,1394.21,False,False,False,425828.79,2,Higher-Value Property Buyers
C0473,Individual,F,USA,California,Home,3,No,Agency,42.4,4,1304527.66,326131.91500000004,518735.4,4170.9,1042.725,False,False,False,326131.91500000004,1,Mainstream Lower-Value Buyers
C0474,Individual,M,USA,Nevada,Home,1,No,Website,28.1,4,962015.29,240503.8225,413387.67,3296.81,824.2025,False,False,False,240503.8225,1,Mainstream Lower-Value Buyers
C0475,Individual,M,Belgium,Wallonia,Investment,2,Yes,Agency,53.5,3,1234470.16,411490.0533333333,455542.16,4114.84,1371.6133333333337,True,True,False,411490.0533333333,2,Higher-Value Property Buyers
C0476,Individual,M,USA,Florida,Home,3,No,Agency,26.7,4,1485303.01,371325.7525,457069.23,5197.47,1299.3675,False,False,False,371325.7525,2,Higher-Value Property Buyers
C0477,Individual,M,USA,California,Investment,4,Yes,Website,39.9,3,1535114.88,511704.96,734390.86,4356.79,1452.263333333333,True,True,False,511704.96,2,Higher-Value Property Buyers
C0478,Individual,F,USA,Ohio,Investment,4,No,Website,83.4,3,774892.79,258297.59666666668,404581.32,2992.24,997.4133333333332,True,False,False,258297.59666666668,1,Mainstream Lower-Value Buyers
C0479,Individual,F,USA,California,Home,2,Yes,Agency,45.7,4,1172782.93,293195.7325,494567.75,3826.69,956.6725,False,True,False,293195.7325,1,Mainstream Lower-Value Buyers
C0480,Individual,M,USA,California,Home,4,Yes,Website,53.5,4,1033261.03,258315.2575,347137.85,3308.8,827.2,False,True,False,258315.2575,1,Mainstream Lower-Value Buyers
C0481,Individual,M,USA,Arizona,Home,3,No,Agency,47.1,4,1365460.24,341365.06,539294.72,4163.56,1040.89,False,False,False,341365.06,2,Higher-Value Property Buyers
C0482,Individual,F,USA,New York,Investment,3,Yes,Agency,43.2,3,1006132.77,335377.59,421206.38,3466.39,1155.4633333333334,True,True,False,335377.59,1,Mainstream Lower-Value Buyers
C0483,Individual,M,USA,Arizona,Investment,1,No,Website,38.1,3,881113.79,293704.5966666667,415468.55,2804.62,934.8733333333332,True,False,False,293704.5966666667,1,Mainstream Lower-Value Buyers
C0484,Individual,F,USA,Texas,Investment,3,No,Website,53.5,4,1313240.67,328310.1675,412809.69,4456.42,1114.105,True,False,False,328310.1675,1,Mainstream Lower-Value Buyers
C0485,Individual,F,USA,Arizona,Home,2,No,Website,32.2,3,1000841.18,333613.7266666666,603778.82,3434.41,1144.8033333333333,False,False,False,333613.7266666666,1,Mainstream Lower-Value Buyers
C0486,Individual,M,USA,California,Investment,2,Yes,Website,53.5,3,1090587.66,363529.22,599081.0,3526.3500000000004,1175.45,True,True,False,363529.22,2,Higher-Value Property Buyers
C0487,Individual,F,USA,Washington,Home,5,No,Website,53.5,4,1576272.71,394068.1775,542265.03,5180.39,1295.0975,False,False,False,394068.1775,2,Higher-Value Property Buyers
C0488,Individual,F,USA,California,Investment,4,No,Agency,44.6,4,1218265.36,304566.34,559367.69,3963.95,990.9875,True,False,False,304566.34,1,Mainstream Lower-Value Buyers
C0489,Individual,M,Germany,Berlin,Investment,2,No,Website,73.6,3,1025274.77,341758.25666666665,439792.36,3308.59,1102.8633333333337,True,False,False,341758.25666666665,1,Mainstream Lower-Value Buyers
C0490,Individual,F,USA,Nevada,Investment,5,Yes,Website,53.5,3,1292367.93,430789.31,517225.72,3721.82,1240.6066666666666,True,True,False,430789.31,2,Higher-Value Property Buyers
C0491,Individual,M,USA,Washington,Home,2,No,Website,82.4,3,1106379.8,368793.26666666666,527792.52,3505.15,1168.3833333333334,False,False,False,368793.26666666666,2,Higher-Value Property Buyers
C0492,Individual,M,USA,Utah,Home,3,Yes,Website,23.7,4,1300917.1,325229.275,551610.52,4034.65,1008.6625,False,True,False,325229.275,1,Mainstream Lower-Value Buyers
